business_id;name;categories;city;stars;text
b1697;Paws Veterinary Clinic;Pets, Animal Shelters, Veterinarians, Pet Stores;Columbus;3.5;paw veterinary clinic pet animal shelter veterinarian pet store
b1469;Community Dentistry;Health & Medical, Physical Therapy, Optometrists;Tampa;4.0;community dentistry health medical physical therapy optometrist
b1266;Classic Burgers;Restaurants, Hot Dogs, Fries, Fast Food;Tampa;3.0;classic burger restaurant hot dog fry fast food
b1305;Copper Alehouse;Breweries, Beer, Bars, Nightlife;Portland;3.5;copper alehouse brewery beer bar nightlife
b1165;La Cocina;Tex-Mex, Latin American, Restaurants, Tacos;Tucson;4.5;la cocina latin american restaurant taco
b1479;Community Chiropractic;Health & Medical, Optometrists, Doctors, Physical Therapy;Portland;5.0;community chiropractic health medical optometrist doctor physical therapy
b1086;Little Italian Kitchen;Restaurants, Italian;Boulder;4.5;little italian kitchen restaurant italian
b1459;Lakeside Chiropractic;Optometrists, Chiropractors, Dentists, Health & Medical;Tucson;4.0;lakeside chiropractic optometrist chiropractor dentist health medical
b1286;Blue Tavern;Bars, Beer, Sports Bars, Breweries;Columbus;4.0;blue tavern bar beer sport bar brewery
b1522;Flow Fitness;Yoga, Gyms, Trainers;Nashville;5.0;flow fitness yoga gym trainer
b1571;Market Pantry;Organic Stores, Grocery, Specialty Food, Farmers Market;Tampa;4.5;market pantry organic store grocery specialty food farmer market
b1058;Bella Ristorante;Restaurants, Italian, Wine Bars;Nashville;4.0;bella ristorante restaurant italian wine bar
b1262;Smash Burger Joint;American (Traditional), Hot Dogs, Burgers, Fast Food;Austin;3.0;smash burger joint american traditional hot dog burger fast food
b1583;Harvest Mart;Organic Stores, Grocery, Specialty Food;Nashville;4.0;harvest mart organic store grocery specialty food
b1374;Glow Nails;Skin Care, Waxing;Nashville;3.0;glow nail skin care waxing
b1735;Plaza Resort;Event Planning & Services, Resorts, Hotels & Travel;Portland;3.0;plaza resort event planning service resort hotel travel
b1541;Flow Gym;Gyms, Yoga;Madison;5.0;flow gym gym yoga
b1586;Nature Provisions;Convenience Stores, Grocery;Boulder;4.0;nature provision convenience store grocery
b1211;Sakura Wok;Noodles, Sushi Bars, Japanese;Portland;5.0;sakura wok noodle sushi bar japanese
b1084;Mama Pizza;Pasta, Pizza;Phoenix;4.5;mama pizza pasta pizza
b1270;Smash Burgers;Restaurants, Hot Dogs;Austin;5.0;smash burger restaurant hot dog
b1050;Roasted Espresso;Juice Bars & Smoothies, Tea Rooms, Bakeries, Donuts;Tampa;3.5;roasted espresso juice bar smoothy tea room bakery donut
b1741;Plaza Resort;Hotels, Resorts, Hotels & Travel;Madison;4.5;plaza resort hotel resort hotel travel
b1664;Wag Pet Shop;Pets, Animal Shelters, Dog Walkers;Madison;3.5;wag pet shop pet animal shelter dog walker
b1238;Smash Burgers;Hot Dogs, Burgers, Restaurants;Boulder;5.0;smash burger hot dog burger restaurant
b1589;Green Pantry;Organic Stores, Farmers Market, Specialty Food, Grocery;Tampa;5.0;green pantry organic store farmer market specialty food grocery
b1249;Smash Sandwich Shop;Burgers, Fast Food, Fries;Phoenix;3.0;smash sandwich shop burger fast food fry
b1383;Glow Salon;Barbers, Waxing, Day Spas, Nail Salons;Tampa;5.0;glow salon barber waxing day spa nail salon
b1129;La Grill;Tex-Mex, Tacos, Restaurants;Reno;5.0;la grill taco restaurant
b1437;Master Auto Body;Car Wash, Tires, Auto Parts;Phoenix;4.0;master auto body car wash tire auto part
b1013;Daily Roasters;Juice Bars & Smoothies, Tea Rooms, Bakeries, Coffee & Tea;Nashville;4.0;daily roaster juice bar smoothy tea room bakery coffee tea
b1420;Precision Auto Repair;Auto Repair, Tires;Portland;4.0;precision auto repair auto repair tire
b1136;El Taqueria;Tacos, Latin American;Madison;4.5;el taqueria taco latin american
b1687;Happy Pet Shop;Pet Groomers, Veterinarians, Pets;Madison;4.5;happy pet shop pet groomers veterinarian pet
b1190;Sakura Sushi;Sushi Bars, Ramen;Portland;3.5;sakura sushi sushi bar ramen
b1205;Jade Ramen;Ramen, Noodles, Thai, Sushi Bars;Austin;3.0;jade ramen ramen noodle thai sushi bar
b1621;Premier Home Services;Contractors, Plumbing, Home Services, Heating & Air Conditioning/HVAC;Austin;3.5;premier home service contractor plumbing home service heating air
b1106;Mama Pizza;Restaurants, Italian;Boulder;4.5;mama pizza restaurant italian
b1508;Core Yoga Studio;Pilates, Trainers, Cycling Classes;Madison;4.5;core yoga studio pilate trainer cycling class
b1209;Jade Wok;Thai, Ramen, Noodles;Phoenix;4.5;jade wok thai ramen noodle
b1029;Cozy Coffee;Donuts, Cafes, Juice Bars & Smoothies;Tampa;4.5;cozy coffee donut cafe juice bar smoothy
b1560;Fresh Pantry;Farmers Market, Grocery;Boulder;5.0;fresh pantry farmer market grocery
b1334;Bliss Nails;Barbers, Beauty & Spas, Waxing;Columbus;4.5;bliss nail barber beauty spa waxing
b1182;Bamboo Noodle House;Asian Fusion, Restaurants, Ramen, Thai;Boulder;4.0;bamboo noodle house asian fusion restaurant ramen thai
